# Lecture 37 - 3D space frame (truss), converted for StructLab. SI units, Z up.
# Source: Vertices.csv / Edges.csv / Force-Data.csv / Restraint-Data.csv + notebook constants
# E = 200 GPa, A = 0.005 m2 for every member; bars (pin-pin, axial only).
#NODES
id,x,y,z
1095,526,512,bar,2e+11,0.005
1096,526,515,bar,2e+11,0.005
1097,509,525,bar,2e+11,0.005
1098,505,525,bar,2e+11,0.005
1099,524,528,bar,2e+11,0.005
1100,517,527,bar,2e+11,0.005
1101,516,526,bar,2e+11,0.005
1102,548,540,bar,2e+11,0.005
1103,538,540,bar,2e+11,0.005
1104,548,538,bar,2e+11,0.005
1105,539,538,bar,2e+11,0.005
1106,538,541,bar,2e+11,0.005
1107,543,548,bar,2e+11,0.005
1108,539,548,bar,2e+11,0.005
1109,543,539,bar,2e+11,0.005
1110,539,541,bar,2e+11,0.005
1111,547,539,bar,2e+11,0.005
1112,529,530,bar,2e+11,0.005
1113,531,532,bar,2e+11,0.005
1114,534,536,bar,2e+11,0.005
1115,533,536,bar,2e+11,0.005
1116,534,533,bar,2e+11,0.005
1117,534,535,bar,2e+11,0.005
1118,533,535,bar,2e+11,0.005
1119,538,537,bar,2e+11,0.005
1120,550,542,bar,2e+11,0.005
1121,549,542,bar,2e+11,0.005
1122,549,544,bar,2e+11,0.005
1123,551,549,bar,2e+11,0.005
1124,547,545,bar,2e+11,0.005
1125,548,541,bar,2e+11,0.005
1126,544,547,bar,2e+11,0.005
1127,544,546,bar,2e+11,0.005
1128,546,545,bar,2e+11,0.005
1129,542,546,bar,2e+11,0.005
1130,544,545,bar,2e+11,0.005
1131,542,544,bar,2e+11,0.005
1132,546,547,bar,2e+11,0.005
1133,547,543,bar,2e+11,0.005
1134,546,543,bar,2e+11,0.005
1135,552,550,bar,2e+11,0.005
1136,551,550,bar,2e+11,0.005
1137,550,549,bar,2e+11,0.005
1138,552,551,bar,2e+11,0.005
1139,555,554,bar,2e+11,0.005
1140,557,555,bar,2e+11,0.005
1141,556,555,bar,2e+11,0.005
1142,557,556,bar,2e+11,0.005
1143,537,535,bar,2e+11,0.005
1144,540,537,bar,2e+11,0.005
1145,537,534,bar,2e+11,0.005
1146,540,534,bar,2e+11,0.005
1147,537,533,bar,2e+11,0.005
1148,533,531,bar,2e+11,0.005
1149,536,531,bar,2e+11,0.005
1150,536,532,bar,2e+11,0.005
1151,531,529,bar,2e+11,0.005
1152,532,529,bar,2e+11,0.005
1153,532,530,bar,2e+11,0.005
1154,554,545,bar,2e+11,0.005
1155,551,555,bar,2e+11,0.005
1156,551,557,bar,2e+11,0.005
1157,557,552,bar,2e+11,0.005
1158,550,555,bar,2e+11,0.005
1159,549,555,bar,2e+11,0.005
1160,551,556,bar,2e+11,0.005
1161,549,554,bar,2e+11,0.005
1162,542,554,bar,2e+11,0.005
1163,544,554,bar,2e+11,0.005
1164,529,553,bar,2e+11,0.005
1165,279,256,bar,2e+11,0.005
1166,243,255,bar,2e+11,0.005
1167,243,256,bar,2e+11,0.005
1168,263,281,bar,2e+11,0.005
1169,281,243,bar,2e+11,0.005
1170,263,289,bar,2e+11,0.005
1171,257,243,bar,2e+11,0.005
1172,289,257,bar,2e+11,0.005
1173,290,263,bar,2e+11,0.005
1174,259,290,bar,2e+11,0.005
1175,290,257,bar,2e+11,0.005
1176,253,235,bar,2e+11,0.005
1177,251,235,bar,2e+11,0.005
1178,252,235,bar,2e+11,0.005
1179,275,254,bar,2e+11,0.005
1180,275,236,bar,2e+11,0.005
1181,275,240,bar,2e+11,0.005
1182,278,255,bar,2e+11,0.005
1183,274,255,bar,2e+11,0.005
1184,289,243,bar,2e+11,0.005
1185,279,243,bar,2e+11,0.005
1186,293,258,bar,2e+11,0.005
1187,264,291,bar,2e+11,0.005
1188,294,264,bar,2e+11,0.005
1189,292,260,bar,2e+11,0.005
1190,291,262,bar,2e+11,0.005
1191,291,260,bar,2e+11,0.005
1192,258,291,bar,2e+11,0.005
1193,262,292,bar,2e+11,0.005
1194,292,259,bar,2e+11,0.005
1195,265,293,bar,2e+11,0.005
1196,293,264,bar,2e+11,0.005
1197,265,294,bar,2e+11,0.005
1198,242,266,bar,2e+11,0.005
1199,268,242,bar,2e+11,0.005
1200,270,242,bar,2e+11,0.005
1201,246,271,bar,2e+11,0.005
1202,246,272,bar,2e+11,0.005
1203,78,250,bar,2e+11,0.005
1204,249,70,bar,2e+11,0.005
1205,85,249,bar,2e+11,0.005
1206,78,248,bar,2e+11,0.005
1207,248,63,bar,2e+11,0.005
1208,269,244,bar,2e+11,0.005
1209,260,244,bar,2e+11,0.005
1210,257,79,bar,2e+11,0.005
1211,270,244,bar,2e+11,0.005
1212,261,245,bar,2e+11,0.005
1213,256,241,bar,2e+11,0.005
1214,266,241,bar,2e+11,0.005
1215,239,38,bar,2e+11,0.005
1216,255,38,bar,2e+11,0.005
1217,255,239,bar,2e+11,0.005
1218,255,240,bar,2e+11,0.005
1219,37,237,bar,2e+11,0.005
1220,238,37,bar,2e+11,0.005
1221,236,252,bar,2e+11,0.005
1222,234,8,bar,2e+11,0.005
1223,233,8,bar,2e+11,0.005
1224,235,8,bar,2e+11,0.005
1225,242,79,bar,2e+11,0.005
1226,242,257,bar,2e+11,0.005
1227,266,79,bar,2e+11,0.005
1228,79,241,bar,2e+11,0.005
1229,266,243,bar,2e+11,0.005
1230,241,57,bar,2e+11,0.005
1231,241,38,bar,2e+11,0.005
1232,256,57,bar,2e+11,0.005
1233,256,38,bar,2e+11,0.005
1234,38,237,bar,2e+11,0.005
1235,256,239,bar,2e+11,0.005
1236,239,37,bar,2e+11,0.005
1237,252,234,bar,2e+11,0.005
1238,240,252,bar,2e+11,0.005
1239,252,233,bar,2e+11,0.005
1240,85,245,bar,2e+11,0.005
1241,244,78,bar,2e+11,0.005
1242,70,244,bar,2e+11,0.005
1243,86,245,bar,2e+11,0.005
1244,245,70,bar,2e+11,0.005
1245,247,8,bar,2e+11,0.005
1246,248,79,bar,2e+11,0.005
1247,250,79,bar,2e+11,0.005
1248,63,241,bar,2e+11,0.005
1249,272,85,bar,2e+11,0.005
1250,272,90,bar,2e+11,0.005
1251,90,246,bar,2e+11,0.005
1252,271,85,bar,2e+11,0.005
1253,261,85,bar,2e+11,0.005
1254,268,250,bar,2e+11,0.005
1255,270,250,bar,2e+11,0.005
1256,269,70,bar,2e+11,0.005
1257,270,78,bar,2e+11,0.005
1258,272,86,bar,2e+11,0.005
1259,261,249,bar,2e+11,0.005
1260,267,249,bar,2e+11,0.005
1261,269,249,bar,2e+11,0.005
1262,266,63,bar,2e+11,0.005
1263,63,128,bar,2e+11,0.005
1264,248,97,bar,2e+11,0.005
1265,247,92,bar,2e+11,0.005
1266,248,127,bar,2e+11,0.005
1267,249,95,bar,2e+11,0.005
1268,245,95,bar,2e+11,0.005
1269,86,116,bar,2e+11,0.005
1270,70,120,bar,2e+11,0.005
1271,250,97,bar,2e+11,0.005
1272,245,100,bar,2e+11,0.005
1273,128,59,bar,2e+11,0.005
1274,69,128,bar,2e+11,0.005
1275,127,69,bar,2e+11,0.005
1276,117,95,bar,2e+11,0.005
1277,120,72,bar,2e+11,0.005
1278,100,117,bar,2e+11,0.005
1279,234,6,bar,2e+11,0.005
1280,238,6,bar,2e+11,0.005
1281,140,6,bar,2e+11,0.005
1282,237,140,bar,2e+11,0.005
1283,37,140,bar,2e+11,0.005
1284,27,138,bar,2e+11,0.005
1285,43,140,bar,2e+11,0.005
1286,57,138,bar,2e+11,0.005
1287,59,138,bar,2e+11,0.005
1288,241,59,bar,2e+11,0.005
1289,248,69,bar,2e+11,0.005
1290,247,1,bar,2e+11,0.005
1291,247,6,bar,2e+11,0.005
1292,238,29,bar,2e+11,0.005
1293,238,140,bar,2e+11,0.005
1294,27,140,bar,2e+11,0.005
1295,140,29,bar,2e+11,0.005
1296,138,43,bar,2e+11,0.005
1297,245,117,bar,2e+11,0.005
1298,244,72,bar,2e+11,0.005
1299,97,127,bar,2e+11,0.005
1300,99,127,bar,2e+11,0.005
1301,120,99,bar,2e+11,0.005
1302,95,120,bar,2e+11,0.005
1303,116,100,bar,2e+11,0.005
1304,104,116,bar,2e+11,0.005
1305,105,203,bar,2e+11,0.005
1306,203,107,bar,2e+11,0.005
1307,197,109,bar,2e+11,0.005
1308,109,201,bar,2e+11,0.005
1309,107,197,bar,2e+11,0.005
1310,201,112,bar,2e+11,0.005
1311,198,112,bar,2e+11,0.005
1312,120,200,bar,2e+11,0.005
1313,72,200,bar,2e+11,0.005
1314,69,126,bar,2e+11,0.005
1315,99,200,bar,2e+11,0.005
1316,27,181,bar,2e+11,0.005
1317,43,181,bar,2e+11,0.005
1318,151,184,bar,2e+11,0.005
1319,29,184,bar,2e+11,0.005
1320,166,151,bar,2e+11,0.005
1321,29,166,bar,2e+11,0.005
1322,92,174,bar,2e+11,0.005
1323,174,160,bar,2e+11,0.005
1324,92,160,bar,2e+11,0.005
1325,1,160,bar,2e+11,0.005
1326,59,133,bar,2e+11,0.005
1327,133,186,bar,2e+11,0.005
1328,133,181,bar,2e+11,0.005
1329,138,186,bar,2e+11,0.005
1330,138,181,bar,2e+11,0.005
1331,181,151,bar,2e+11,0.005
1332,151,186,bar,2e+11,0.005
1333,27,151,bar,2e+11,0.005
1334,27,184,bar,2e+11,0.005
1335,140,184,bar,2e+11,0.005
1336,29,174,bar,2e+11,0.005
1337,6,174,bar,2e+11,0.005
1338,109,200,bar,2e+11,0.005
1339,203,119,bar,2e+11,0.005
1340,119,197,bar,2e+11,0.005
1341,113,186,bar,2e+11,0.005
1342,161,160,bar,2e+11,0.005
1343,198,126,bar,2e+11,0.005
1344,105,104,bar,2e+11,0.005
1345,100,107,bar,2e+11,0.005
1346,97,198,bar,2e+11,0.005
1347,99,198,bar,2e+11,0.005
1348,99,201,bar,2e+11,0.005
1349,116,203,bar,2e+11,0.005
1350,117,197,bar,2e+11,0.005
1351,95,197,bar,2e+11,0.005
1352,120,197,bar,2e+11,0.005
1353,92,161,bar,2e+11,0.005
1354,127,198,bar,2e+11,0.005
1355,113,209,bar,2e+11,0.005
1356,112,216,bar,2e+11,0.005
1357,161,231,bar,2e+11,0.005
1358,112,215,bar,2e+11,0.005
1359,109,218,bar,2e+11,0.005
1360,197,218,bar,2e+11,0.005
1361,119,218,bar,2e+11,0.005
1362,203,208,bar,2e+11,0.005
1363,201,211,bar,2e+11,0.005
1364,109,217,bar,2e+11,0.005
1365,119,220,bar,2e+11,0.005
1366,107,220,bar,2e+11,0.005
1367,207,105,bar,2e+11,0.005
1368,203,207,bar,2e+11,0.005
1369,164,231,bar,2e+11,0.005
1370,210,217,bar,2e+11,0.005
1371,217,212,bar,2e+11,0.005
1372,212,216,bar,2e+11,0.005
1373,220,210,bar,2e+11,0.005
1374,228,164,bar,2e+11,0.005
1375,151,171,bar,2e+11,0.005
1376,151,173,bar,2e+11,0.005
1377,224,171,bar,2e+11,0.005
1378,224,173,bar,2e+11,0.005
1379,186,224,bar,2e+11,0.005
1380,188,224,bar,2e+11,0.005
1381,133,188,bar,2e+11,0.005
1382,113,192,bar,2e+11,0.005
1383,112,192,bar,2e+11,0.005
1384,160,229,bar,2e+11,0.005
1385,161,229,bar,2e+11,0.005
1386,164,229,bar,2e+11,0.005
1387,166,228,bar,2e+11,0.005
1388,228,173,bar,2e+11,0.005
1389,171,228,bar,2e+11,0.005
1390,208,220,bar,2e+11,0.005
1391,207,220,bar,2e+11,0.005
1392,211,216,bar,2e+11,0.005
1393,181,224,bar,2e+11,0.005
1394,151,224,bar,2e+11,0.005
1395,183,224,bar,2e+11,0.005
1396,218,217,bar,2e+11,0.005
1397,217,214,bar,2e+11,0.005
1398,113,188,bar,2e+11,0.005
1399,217,211,bar,2e+11,0.005
1400,192,219,bar,2e+11,0.005
1401,119,210,bar,2e+11,0.005
1402,220,218,bar,2e+11,0.005
1403,201,212,bar,2e+11,0.005
1404,126,192,bar,2e+11,0.005
1405,200,212,bar,2e+11,0.005
1406,109,212,bar,2e+11,0.005
1407,183,221,bar,2e+11,0.005
1408,209,221,bar,2e+11,0.005
1409,173,223,bar,2e+11,0.005
1410,211,215,bar,2e+11,0.005
1411,215,219,bar,2e+11,0.005
1412,209,219,bar,2e+11,0.005
1413,188,221,bar,2e+11,0.005
1414,183,222,bar,2e+11,0.005
1415,183,223,bar,2e+11,0.005
1416,173,226,bar,2e+11,0.005
1417,173,227,bar,2e+11,0.005
1418,171,227,bar,2e+11,0.005
1419,164,230,bar,2e+11,0.005
1420,220,180,bar,2e+11,0.005
1421,216,190,bar,2e+11,0.005
1422,217,187,bar,2e+11,0.005
1423,217,191,bar,2e+11,0.005
1424,215,195,bar,2e+11,0.005
1425,215,190,bar,2e+11,0.005
1426,209,196,bar,2e+11,0.005
1427,279,255,bar,2e+11,0.005
1428,274,239,bar,2e+11,0.005
1429,274,240,bar,2e+11,0.005
1430,273,240,bar,2e+11,0.005
1431,275,252,bar,2e+11,0.005
1432,273,254,bar,2e+11,0.005
1433,275,251,bar,2e+11,0.005
1434,294,271,bar,2e+11,0.005
1435,294,246,bar,2e+11,0.005
1436,246,265,bar,2e+11,0.005
1437,293,271,bar,2e+11,0.005
1438,292,268,bar,2e+11,0.005
1439,291,269,bar,2e+11,0.005
1440,292,270,bar,2e+11,0.005
1441,294,272,bar,2e+11,0.005
1442,291,267,bar,2e+11,0.005
1443,290,242,bar,2e+11,0.005
1444,251,233,bar,2e+11,0.005
1445,290,268,bar,2e+11,0.005
1446,289,266,bar,2e+11,0.005
1447,302,279,bar,2e+11,0.005
1448,313,282,bar,2e+11,0.005
1449,282,263,bar,2e+11,0.005
1450,313,286,bar,2e+11,0.005
1451,285,313,bar,2e+11,0.005
1452,313,263,bar,2e+11,0.005
1453,295,253,bar,2e+11,0.005
1454,312,253,bar,2e+11,0.005
1455,312,254,bar,2e+11,0.005
1456,298,276,bar,2e+11,0.005
1457,298,275,bar,2e+11,0.005
1458,298,273,bar,2e+11,0.005
1459,301,280,bar,2e+11,0.005
1460,301,277,bar,2e+11,0.005
1461,301,278,bar,2e+11,0.005
1462,282,302,bar,2e+11,0.005
1463,302,281,bar,2e+11,0.005
1464,307,284,bar,2e+11,0.005
1465,307,264,bar,2e+11,0.005
1466,288,307,bar,2e+11,0.005
1467,315,262,bar,2e+11,0.005
1468,286,263,bar,2e+11,0.005
1469,306,262,bar,2e+11,0.005
1470,284,306,bar,2e+11,0.005
1471,314,262,bar,2e+11,0.005
1472,284,314,bar,2e+11,0.005
1473,315,285,bar,2e+11,0.005
1474,306,285,bar,2e+11,0.005
1475,316,287,bar,2e+11,0.005
1476,287,307,bar,2e+11,0.005
1477,316,288,bar,2e+11,0.005
1478,302,278,bar,2e+11,0.005
1479,283,302,bar,2e+11,0.005
1480,283,301,bar,2e+11,0.005
1481,302,277,bar,2e+11,0.005
1482,277,298,bar,2e+11,0.005
1483,298,254,bar,2e+11,0.005
1484,280,298,bar,2e+11,0.005
1485,276,254,bar,2e+11,0.005
1486,276,312,bar,2e+11,0.005
1487,276,295,bar,2e+11,0.005
1488,288,265,bar,2e+11,0.005
1489,265,316,bar,2e+11,0.005
1490,307,293,bar,2e+11,0.005
1491,285,259,bar,2e+11,0.005
1492,315,259,bar,2e+11,0.005
1493,314,291,bar,2e+11,0.005
1494,315,292,bar,2e+11,0.005
1495,307,258,bar,2e+11,0.005
1496,284,258,bar,2e+11,0.005
1497,314,258,bar,2e+11,0.005
1498,313,290,bar,2e+11,0.005
1499,312,251,bar,2e+11,0.005
1500,313,259,bar,2e+11,0.005
1501,333,304,bar,2e+11,0.005
1502,304,283,bar,2e+11,0.005
1503,309,333,bar,2e+11,0.005
1504,333,286,bar,2e+11,0.005
1505,334,309,bar,2e+11,0.005
1506,305,334,bar,2e+11,0.005
1507,334,286,bar,2e+11,0.005
1508,296,276,bar,2e+11,0.005
1509,321,299,bar,2e+11,0.005
1510,321,298,bar,2e+11,0.005
1511,321,280,bar,2e+11,0.005
1512,300,319,bar,2e+11,0.005
1513,300,320,bar,2e+11,0.005
1514,320,301,bar,2e+11,0.005
1515,333,283,bar,2e+11,0.005
1516,333,303,bar,2e+11,0.005
1517,303,283,bar,2e+11,0.005
1518,310,335,bar,2e+11,0.005
1519,329,307,bar,2e+11,0.005
1520,337,306,bar,2e+11,0.005
1521,309,286,bar,2e+11,0.005
1522,336,308,bar,2e+11,0.005
1523,335,308,bar,2e+11,0.005
1524,336,306,bar,2e+11,0.005
1525,308,337,bar,2e+11,0.005
1526,337,305,bar,2e+11,0.005
1527,338,310,bar,2e+11,0.005
1528,310,329,bar,2e+11,0.005
1529,311,338,bar,2e+11,0.005
1530,303,320,bar,2e+11,0.005
1531,320,277,bar,2e+11,0.005
1532,320,280,bar,2e+11,0.005
1533,319,280,bar,2e+11,0.005
1534,321,276,bar,2e+11,0.005
1535,299,276,bar,2e+11,0.005
1536,319,299,bar,2e+11,0.005
1537,321,296,bar,2e+11,0.005
1538,338,287,bar,2e+11,0.005
1539,338,316,bar,2e+11,0.005
1540,310,287,bar,2e+11,0.005
1541,329,287,bar,2e+11,0.005
1542,305,285,bar,2e+11,0.005
1543,337,285,bar,2e+11,0.005
1544,336,314,bar,2e+11,0.005
1545,337,315,bar,2e+11,0.005
1546,338,288,bar,2e+11,0.005
1547,329,284,bar,2e+11,0.005
1548,335,284,bar,2e+11,0.005
1549,336,284,bar,2e+11,0.005
1550,334,313,bar,2e+11,0.005
1551,334,285,bar,2e+11,0.005
1552,333,282,bar,2e+11,0.005
1553,322,303,bar,2e+11,0.005
1554,347,325,bar,2e+11,0.005
1555,325,304,bar,2e+11,0.005
1556,347,323,bar,2e+11,0.005
1557,323,309,bar,2e+11,0.005
1558,327,347,bar,2e+11,0.005
1559,324,347,bar,2e+11,0.005
1560,324,309,bar,2e+11,0.005
1561,352,324,bar,2e+11,0.005
1562,318,297,bar,2e+11,0.005
1563,317,297,bar,2e+11,0.005
1564,317,299,bar,2e+11,0.005
1565,343,321,bar,2e+11,0.005
1566,343,319,bar,2e+11,0.005
1567,345,300,bar,2e+11,0.005
1568,342,300,bar,2e+11,0.005
1569,323,304,bar,2e+11,0.005
1570,322,304,bar,2e+11,0.005
1571,350,326,bar,2e+11,0.005
1572,350,328,bar,2e+11,0.005
1573,350,329,bar,2e+11,0.005
1574,332,350,bar,2e+11,0.005
1575,352,308,bar,2e+11,0.005
1576,347,309,bar,2e+11,0.005
1577,328,352,bar,2e+11,0.005
1578,330,308,bar,2e+11,0.005
1579,328,308,bar,2e+11,0.005
1580,330,352,bar,2e+11,0.005
1581,352,327,bar,2e+11,0.005
1582,353,331,bar,2e+11,0.005
1583,331,350,bar,2e+11,0.005
1584,353,332,bar,2e+11,0.005
1585,322,300,bar,2e+11,0.005
1586,322,345,bar,2e+11,0.005
1587,325,345,bar,2e+11,0.005
1588,322,342,bar,2e+11,0.005
1589,342,320,bar,2e+11,0.005
1590,342,319,bar,2e+11,0.005
1591,341,319,bar,2e+11,0.005
1592,343,299,bar,2e+11,0.005
1593,339,299,bar,2e+11,0.005
1594,343,317,bar,2e+11,0.005
1595,339,317,bar,2e+11,0.005
1596,339,318,bar,2e+11,0.005
1597,332,310,bar,2e+11,0.005
1598,332,311,bar,2e+11,0.005
1599,311,353,bar,2e+11,0.005
1600,331,310,bar,2e+11,0.005
1601,350,310,bar,2e+11,0.005
1602,327,305,bar,2e+11,0.005
1603,352,305,bar,2e+11,0.005
1604,352,337,bar,2e+11,0.005
1605,350,335,bar,2e+11,0.005
1606,317,296,bar,2e+11,0.005
1607,324,305,bar,2e+11,0.005
1608,359,322,bar,2e+11,0.005
1609,361,325,bar,2e+11,0.005
1610,368,347,bar,2e+11,0.005
1611,349,363,bar,2e+11,0.005
1612,349,369,bar,2e+11,0.005
1613,369,347,bar,2e+11,0.005
1614,354,318,bar,2e+11,0.005
1615,367,318,bar,2e+11,0.005
1616,367,339,bar,2e+11,0.005
1617,340,355,bar,2e+11,0.005
1618,357,346,bar,2e+11,0.005
1619,344,357,bar,2e+11,0.005
1620,357,345,bar,2e+11,0.005
1621,368,325,bar,2e+11,0.005
1622,359,325,bar,2e+11,0.005
1623,372,348,bar,2e+11,0.005
1624,351,370,bar,2e+11,0.005
1625,373,351,bar,2e+11,0.005
1626,371,330,bar,2e+11,0.005
1627,363,347,bar,2e+11,0.005
1628,364,330,bar,2e+11,0.005
1629,348,364,bar,2e+11,0.005
1630,370,330,bar,2e+11,0.005
1631,348,370,bar,2e+11,0.005
1632,371,349,bar,2e+11,0.005
1633,364,349,bar,2e+11,0.005
1634,372,351,bar,2e+11,0.005
1635,359,345,bar,2e+11,0.005
1636,359,344,bar,2e+11,0.005
1637,361,344,bar,2e+11,0.005
1638,357,342,bar,2e+11,0.005
1639,357,341,bar,2e+11,0.005
1640,357,340,bar,2e+11,0.005
1641,355,339,bar,2e+11,0.005
1642,346,355,bar,2e+11,0.005
1643,340,367,bar,2e+11,0.005
1644,373,331,bar,2e+11,0.005
1645,373,353,bar,2e+11,0.005
1646,353,374,bar,2e+11,0.005
1647,372,331,bar,2e+11,0.005
1648,351,331,bar,2e+11,0.005
1649,349,327,bar,2e+11,0.005
1650,371,327,bar,2e+11,0.005
1651,370,328,bar,2e+11,0.005
1652,371,352,bar,2e+11,0.005
1653,373,332,bar,2e+11,0.005
1654,351,326,bar,2e+11,0.005
1655,348,326,bar,2e+11,0.005
1656,370,326,bar,2e+11,0.005
1657,369,324,bar,2e+11,0.005
1658,367,317,bar,2e+11,0.005
1659,369,327,bar,2e+11,0.005
1660,368,323,bar,2e+11,0.005
1661,379,359,bar,2e+11,0.005
1662,381,362,bar,2e+11,0.005
1663,390,362,bar,2e+11,0.005
1664,390,363,bar,2e+11,0.005
1665,391,363,bar,2e+11,0.005
1666,366,391,bar,2e+11,0.005
1667,389,356,bar,2e+11,0.005
1668,389,354,bar,2e+11,0.005
1669,389,355,bar,2e+11,0.005
1670,376,340,bar,2e+11,0.005
1671,376,346,bar,2e+11,0.005
1672,378,360,bar,2e+11,0.005
1673,378,358,bar,2e+11,0.005
1674,378,344,bar,2e+11,0.005
1675,358,344,bar,2e+11,0.005
1676,390,361,bar,2e+11,0.005
1677,379,361,bar,2e+11,0.005
1678,384,351,bar,2e+11,0.005
1679,381,363,bar,2e+11,0.005
1680,394,366,bar,2e+11,0.005
1681,394,365,bar,2e+11,0.005
1682,392,365,bar,2e+11,0.005
1683,394,364,bar,2e+11,0.005
1684,366,393,bar,2e+11,0.005
1685,365,393,bar,2e+11,0.005
1686,379,344,bar,2e+11,0.005
1687,362,379,bar,2e+11,0.005
1688,362,378,bar,2e+11,0.005
1689,379,358,bar,2e+11,0.005
1690,358,346,bar,2e+11,0.005
1691,360,346,bar,2e+11,0.005
1692,358,376,bar,2e+11,0.005
1693,376,355,bar,2e+11,0.005
1694,360,376,bar,2e+11,0.005
1695,375,355,bar,2e+11,0.005
1696,360,375,bar,2e+11,0.005
1697,375,356,bar,2e+11,0.005
1698,396,372,bar,2e+11,0.005
1699,396,374,bar,2e+11,0.005
1700,374,397,bar,2e+11,0.005
1701,395,372,bar,2e+11,0.005
1702,384,372,bar,2e+11,0.005
1703,393,349,bar,2e+11,0.005
1704,366,349,bar,2e+11,0.005
1705,394,370,bar,2e+11,0.005
1706,396,373,bar,2e+11,0.005
1707,384,348,bar,2e+11,0.005
1708,392,348,bar,2e+11,0.005
1709,394,348,bar,2e+11,0.005
1710,391,369,bar,2e+11,0.005
1711,389,367,bar,2e+11,0.005
1712,391,349,bar,2e+11,0.005
1713,390,368,bar,2e+11,0.005
1714,386,406,bar,2e+11,0.005
1715,406,362,bar,2e+11,0.005
1716,386,417,bar,2e+11,0.005
1717,417,381,bar,2e+11,0.005
1718,419,386,bar,2e+11,0.005
1719,418,386,bar,2e+11,0.005
1720,418,381,bar,2e+11,0.005
1721,385,418,bar,2e+11,0.005
1722,398,356,bar,2e+11,0.005
1723,416,356,bar,2e+11,0.005
1724,416,375,bar,2e+11,0.005
1725,402,376,bar,2e+11,0.005
1726,402,360,bar,2e+11,0.005
1727,377,401,bar,2e+11,0.005
1728,404,377,bar,2e+11,0.005
1729,404,378,bar,2e+11,0.005
1730,417,362,bar,2e+11,0.005
1731,417,380,bar,2e+11,0.005
1732,380,362,bar,2e+11,0.005
1733,420,382,bar,2e+11,0.005
1734,412,382,bar,2e+11,0.005
1735,412,383,bar,2e+11,0.005
1736,412,384,bar,2e+11,0.005
1737,387,412,bar,2e+11,0.005
1738,385,365,bar,2e+11,0.005
1739,383,411,bar,2e+11,0.005
1740,411,365,bar,2e+11,0.005
1741,382,411,bar,2e+11,0.005
1742,383,365,bar,2e+11,0.005
1743,411,385,bar,2e+11,0.005
1744,385,419,bar,2e+11,0.005
1745,388,420,bar,2e+11,0.005
1746,387,420,bar,2e+11,0.005
1747,406,380,bar,2e+11,0.005
1748,380,404,bar,2e+11,0.005
1749,377,358,bar,2e+11,0.005
1750,377,360,bar,2e+11,0.005
1751,401,360,bar,2e+11,0.005
1752,377,402,bar,2e+11,0.005
1753,402,375,bar,2e+11,0.005
1754,399,375,bar,2e+11,0.005
1755,420,395,bar,2e+11,0.005
1756,412,395,bar,2e+11,0.005
1757,419,393,bar,2e+11,0.005
1758,385,366,bar,2e+11,0.005
1759,412,392,bar,2e+11,0.005
1760,418,391,bar,2e+11,0.005
1761,416,389,bar,2e+11,0.005
1762,418,393,bar,2e+11,0.005
1763,417,390,bar,2e+11,0.005
1764,430,380,bar,2e+11,0.005
1765,434,408,bar,2e+11,0.005
1766,434,407,bar,2e+11,0.005
1767,441,407,bar,2e+11,0.005
1768,407,386,bar,2e+11,0.005
1769,410,434,bar,2e+11,0.005
1770,410,441,bar,2e+11,0.005
1771,441,386,bar,2e+11,0.005
1772,413,441,bar,2e+11,0.005
1773,421,398,bar,2e+11,0.005
1774,440,398,bar,2e+11,0.005
1775,440,399,bar,2e+11,0.005
1776,400,423,bar,2e+11,0.005
1777,429,405,bar,2e+11,0.005
1778,429,403,bar,2e+11,0.005
1779,429,404,bar,2e+11,0.005
1780,407,430,bar,2e+11,0.005
1781,430,406,bar,2e+11,0.005
1782,443,409,bar,2e+11,0.005
1783,414,442,bar,2e+11,0.005
1784,444,414,bar,2e+11,0.005
1785,434,386,bar,2e+11,0.005
1786,442,413,bar,2e+11,0.005
1787,436,411,bar,2e+11,0.005
1788,409,436,bar,2e+11,0.005
1789,442,411,bar,2e+11,0.005
1790,409,442,bar,2e+11,0.005
1791,436,413,bar,2e+11,0.005
1792,436,410,bar,2e+11,0.005
1793,415,443,bar,2e+11,0.005
1794,443,414,bar,2e+11,0.005
1795,415,444,bar,2e+11,0.005
1796,430,404,bar,2e+11,0.005
1797,408,430,bar,2e+11,0.005
1798,408,429,bar,2e+11,0.005
1799,430,403,bar,2e+11,0.005
1800,403,377,bar,2e+11,0.005
1801,423,399,bar,2e+11,0.005
1802,405,423,bar,2e+11,0.005
1803,400,440,bar,2e+11,0.005
1804,444,420,bar,2e+11,0.005
1805,444,388,bar,2e+11,0.005
1806,388,415,bar,2e+11,0.005
1807,443,420,bar,2e+11,0.005
1808,442,383,bar,2e+11,0.005
1809,413,385,bar,2e+11,0.005
1810,444,387,bar,2e+11,0.005
1811,414,382,bar,2e+11,0.005
1812,409,382,bar,2e+11,0.005
1813,442,382,bar,2e+11,0.005
1814,441,418,bar,2e+11,0.005
1815,440,416,bar,2e+11,0.005
1816,441,419,bar,2e+11,0.005
1817,433,450,bar,2e+11,0.005
1818,450,408,bar,2e+11,0.005
1819,454,433,bar,2e+11,0.005
1820,461,433,bar,2e+11,0.005
1821,461,434,bar,2e+11,0.005
1822,425,400,bar,2e+11,0.005
1823,425,405,bar,2e+11,0.005
